Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71878510,2,"Friday, November  9, 2012 04:23:18 UTC",38.1405,-122.2482,1.0,6.40,20,"San Francisco Bay area, California"
uu,60004242,2,"Friday, November  9, 2012 04:11:42 UTC",39.5773,-111.5440,1.1,5.90, 6,"Utah"
ci,15242977,2,"Friday, November  9, 2012 04:05:05 UTC",34.3513,-118.4670,1.3,10.70,19,"Greater Los Angeles area, California"
pr,12314000,0,"Friday, November  9, 2012 03:54:40 UTC",18.7752,-67.2865,2.9,35.00, 7,"Puerto Rico region"
us,c000dpn1,A,"Friday, November  9, 2012 03:51:58 UTC",36.8000,141.3245,5.2,40.40,368,"near the east coast of Honshu, Japan"
ak,10595821,1,"Friday, November  9, 2012 03:33:06 UTC",60.5052,-152.3582,1.3,19.10,12,"Southern Alaska"
ci,15242961,2,"Friday, November  9, 2012 03:05:57 UTC",36.4127,-117.8432,1.9,4.80,28,"Central California"
nc,71878460,1,"Friday, November  9, 2012 02:55:32 UTC",38.8058,-122.7900,1.9,1.00,30,"Northern California"
nn,00393286,9,"Friday, November  9, 2012 02:49:35 UTC",37.3007,-117.5771,1.6,7.80,12,"Nevada"
hv,60429001,1,"Friday, November  9, 2012 02:35:08 UTC",19.7697,-155.8445,2.3,34.20,32,"Island of Hawaii, Hawaii"
ak,10595811,1,"Friday, November  9, 2012 02:33:49 UTC",62.9129,-151.2548,2.2,123.80,17,"Central Alaska"
ak,10595810,1,"Friday, November  9, 2012 02:30:49 UTC",59.9664,-140.1028,1.5,15.80,13,"Southeastern Alaska"
ci,15242953,2,"Friday, November  9, 2012 02:19:48 UTC",36.0522,-117.4995,2.3,5.30,44,"Central California"
ci,15242945,2,"Friday, November  9, 2012 02:06:33 UTC",34.1652,-117.6662,1.1,4.30,18,"Greater Los Angeles area, California"
mb,12990934,2,"Friday, November  9, 2012 01:35:07 UTC",47.6866,-115.5031,1.8,7.60,23,"western Montana"
hv,60428986,2,"Friday, November  9, 2012 01:27:16 UTC",19.8853,-155.6815,2.3,14.60,13,"Island of Hawaii, Hawaii"
ci,15242921,2,"Friday, November  9, 2012 01:16:52 UTC",33.2802,-116.7750,1.0,12.10,36,"Southern California"
nc,71878415,2,"Friday, November  9, 2012 01:07:22 UTC",37.6430,-118.9483,1.1,7.30,26,"Long Valley area, California"
nc,71878410,1,"Friday, November  9, 2012 01:03:10 UTC",38.7938,-122.7967,1.1,3.90,26,"Northern California"
ak,10595789,1,"Friday, November  9, 2012 01:01:39 UTC",64.9892,-147.4319,1.5,0.00, 9,"Central Alaska"
nc,71878395,1,"Friday, November  9, 2012 00:58:38 UTC",38.8932,-122.9038,2.0,2.80,30,"Northern California"
nc,71878390,3,"Friday, November  9, 2012 00:52:27 UTC",40.4083,-124.6903,1.6,21.10,14,"offshore Northern California"
nc,71878385,3,"Friday, November  9, 2012 00:49:10 UTC",38.6523,-121.8452,1.5,13.10,12,"Northern California"
ak,10595777,1,"Friday, November  9, 2012 00:34:41 UTC",61.2600,-150.2870,1.1,48.40, 6,"Southern Alaska"
ak,10595769,1,"Friday, November  9, 2012 00:21:25 UTC",64.1594,-150.0911,1.4,15.90,10,"Central Alaska"
ci,15242897,2,"Friday, November  9, 2012 00:09:17 UTC",33.9952,-117.1803,1.8,4.40,88,"Greater Los Angeles area, California"
ak,10595744,1,"Friday, November  9, 2012 00:00:51 UTC",59.8336,-153.0564,3.4,106.70,82,"Southern Alaska"
us,c000dpge,5,"Thursday, November  8, 2012 23:57:56 UTC",-31.8584,-69.0323,4.6,101.70,53,"San Juan, Argentina"
ci,15242881,2,"Thursday, November  8, 2012 23:52:15 UTC",33.0580,-115.5580,1.4,7.20,28,"Southern California"
ak,10595735,2,"Thursday, November  8, 2012 23:46:04 UTC",64.4733,-148.0571,1.5,17.60,18,"Central Alaska"
pr,12313013,0,"Thursday, November  8, 2012 23:33:05 UTC",19.4715,-65.2642,3.4,10.00, 8,"Puerto Rico region"
ci,15242865,2,"Thursday, November  8, 2012 23:28:42 UTC",33.6577,-117.3267,1.3,9.10,18,"Southern California"
ak,10595721,2,"Thursday, November  8, 2012 22:52:55 UTC",64.8842,-145.7399,1.3,14.50,12,"Central Alaska"
nc,71878320,0,"Thursday, November  8, 2012 22:48:39 UTC",38.9617,-122.7687,1.9,4.10,12,"Northern California"
ak,10595714,2,"Thursday, November  8, 2012 22:46:58 UTC",60.3594,-141.1419,1.2,15.20,19,"Southern Alaska"
nc,71878300,2,"Thursday, November  8, 2012 22:27:13 UTC",39.2502,-120.1098,1.2,8.60,16,"Northern California"
ak,10595699,3,"Thursday, November  8, 2012 22:26:10 UTC",53.8753,-165.2191,2.4,62.20,22,"Fox Islands, Aleutian Islands, Alaska"
ak,10595692,2,"Thursday, November  8, 2012 22:22:09 UTC",60.2701,-152.4754,3.0,104.80,76,"Southern Alaska"
nc,71878295,1,"Thursday, November  8, 2012 22:18:49 UTC",38.8207,-122.7960,2.0,3.20,39,"Northern California"
hv,60428911,2,"Thursday, November  8, 2012 22:16:16 UTC",19.3302,-155.1103,2.5,7.50,39,"Island of Hawaii, Hawaii"
uu,60004227,2,"Thursday, November  8, 2012 21:56:08 UTC",39.4967,-111.9372,1.8,0.40, 9,"Utah"
ak,10595680,2,"Thursday, November  8, 2012 21:47:42 UTC",60.0958,-141.2872,1.3,0.00,11,"Southern Alaska"
nc,71878265,2,"Thursday, November  8, 2012 21:43:29 UTC",37.3277,-122.1053,1.3,0.00,17,"San Francisco Bay area, California"
ak,10595676,2,"Thursday, November  8, 2012 21:25:52 UTC",63.2667,-151.1043,1.2,0.80,12,"Central Alaska"
ci,15242833,2,"Thursday, November  8, 2012 21:14:49 UTC",36.0228,-117.7727,1.7,2.50,12,"Central California"
ak,10595672,2,"Thursday, November  8, 2012 21:12:10 UTC",61.7445,-151.0076,1.5,73.60,14,"Southern Alaska"
us,c000dpbn,8,"Thursday, November  8, 2012 21:07:41 UTC",49.3161,-128.2799,4.5,10.00,150,"Vancouver Island, Canada region"
ci,15242825,2,"Thursday, November  8, 2012 21:06:07 UTC",36.0203,-117.7755,1.2,3.20,21,"Central California"
nc,71878250,2,"Thursday, November  8, 2012 20:48:29 UTC",36.6512,-121.2598,1.4,1.50,19,"Central California"
ak,10595649,2,"Thursday, November  8, 2012 20:25:32 UTC",59.7990,-151.0868,2.2,41.80,37,"Kenai Peninsula, Alaska"
ci,15242809,2,"Thursday, November  8, 2012 20:23:02 UTC",33.2108,-115.6340,1.1,5.70,17,"Southern California"
ak,10598884,2,"Thursday, November  8, 2012 20:17:16 UTC",62.2871,-150.0331,1.1,0.40,14,"Central Alaska"
ak,10595638,2,"Thursday, November  8, 2012 19:56:46 UTC",60.5014,-151.8992,2.2,72.60,40,"Kenai Peninsula, Alaska"
ak,10595626,2,"Thursday, November  8, 2012 19:45:29 UTC",64.4713,-148.0327,1.8,18.30,21,"Central Alaska"
ak,10595620,2,"Thursday, November  8, 2012 19:42:31 UTC",61.2491,-150.7054,2.2,54.00,38,"Southern Alaska"
ak,10595621,3,"Thursday, November  8, 2012 19:41:10 UTC",51.4231,-175.9477,2.0,21.30,12,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71878230,2,"Thursday, November  8, 2012 19:30:18 UTC",38.4682,-122.6697,1.2,7.90,17,"Northern California"
ci,15242777,2,"Thursday, November  8, 2012 19:17:40 UTC",33.0717,-116.4630,1.4,10.70,54,"Southern California"
nc,71878210,0,"Thursday, November  8, 2012 18:57:07 UTC",38.7717,-122.7163,1.3,2.90,14,"Northern California"
nc,71878190,3,"Thursday, November  8, 2012 18:43:38 UTC",38.8215,-122.7790,2.0,1.80,54,"Northern California"
ak,10595590,2,"Thursday, November  8, 2012 18:35:51 UTC",60.1672,-141.3004,1.3,0.00, 7,"Southern Alaska"
ak,10595574,2,"Thursday, November  8, 2012 18:25:25 UTC",62.3740,-151.0898,1.5,74.40,17,"Central Alaska"
nc,71878165,0,"Thursday, November  8, 2012 18:20:23 UTC",38.8132,-122.7950,1.1,2.90,22,"Northern California"
ci,15242769,2,"Thursday, November  8, 2012 18:18:08 UTC",32.8075,-116.1403,1.6,9.50,32,"Southern California"
ak,10598876,2,"Thursday, November  8, 2012 18:15:09 UTC",59.8728,-151.6316,1.1,1.10,14,"Kenai Peninsula, Alaska"
ak,10598875,2,"Thursday, November  8, 2012 18:14:28 UTC",62.4681,-151.7699,1.4,94.70, 9,"Central Alaska"
ci,15242761,2,"Thursday, November  8, 2012 18:12:36 UTC",32.8060,-116.1458,1.8,7.90,47,"Southern California"
uu,60004172,4,"Thursday, November  8, 2012 18:05:45 UTC",41.7142,-110.5905,2.1,0.00,17,"Wyoming"
pr,12313012,0,"Thursday, November  8, 2012 17:57:38 UTC",19.8218,-64.5365,3.3,18.00, 3,"north of the Virgin Islands"
us,c000dp5j,9,"Thursday, November  8, 2012 17:56:38 UTC",-18.7604,-173.4148,5.1,10.00,65,"Tonga"
nc,71878115,0,"Thursday, November  8, 2012 17:45:08 UTC",38.8455,-122.8275,1.0,2.20,18,"Northern California"
nc,71878110,1,"Thursday, November  8, 2012 17:41:22 UTC",38.8448,-122.8263,1.8,2.50,35,"Northern California"
us,c000dp56,6,"Thursday, November  8, 2012 17:38:05 UTC",-49.7936,117.4246,5.2,10.00,141,"western Indian-Antarctic Ridge"
ak,10595531,2,"Thursday, November  8, 2012 17:30:21 UTC",61.5633,-151.2650,1.6,0.70,24,"Southern Alaska"
nc,71878100,1,"Thursday, November  8, 2012 17:16:26 UTC",38.8237,-122.8083,1.5,3.10,34,"Northern California"
us,c000dp47,4,"Thursday, November  8, 2012 17:06:37 UTC",-7.1644,128.5183,4.6,176.20,16,"Kepulauan Barat Daya, Indonesia"
nc,71878085,0,"Thursday, November  8, 2012 16:54:34 UTC",38.9697,-122.7640,1.4,3.10, 5,"Northern California"
ak,10595516,3,"Thursday, November  8, 2012 16:38:14 UTC",52.4876,-173.3989,2.9,3.70,17,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15242745,2,"Thursday, November  8, 2012 16:31:49 UTC",32.6345,-115.7162,2.7,8.20,42,"Baja California, Mexico"
ak,10598871,2,"Thursday, November  8, 2012 16:29:26 UTC",66.8700,-147.0705,2.0,31.00, 9,"northern Alaska"
ci,15242737,2,"Thursday, November  8, 2012 16:23:00 UTC",33.0255,-116.2990,1.2,5.00,16,"Southern California"
pr,12313011,0,"Thursday, November  8, 2012 16:16:25 UTC",18.0925,-66.4990,1.9,3.00, 4,"Puerto Rico"
nc,71878055,2,"Thursday, November  8, 2012 15:54:55 UTC",36.6165,-121.1665,1.7,5.40,25,"Central California"
nc,71878050,2,"Thursday, November  8, 2012 15:53:17 UTC",36.6213,-121.1668,1.4,5.60,18,"Central California"
ak,10595486,2,"Thursday, November  8, 2012 15:02:34 UTC",63.1309,-150.4446,1.8,108.80,23,"Central Alaska"
ak,10595483,2,"Thursday, November  8, 2012 14:59:38 UTC",52.5977,-169.7605,3.3,17.90,26,"Fox Islands, Aleutian Islands, Alaska"
ak,10598866,2,"Thursday, November  8, 2012 14:47:55 UTC",62.6180,-151.2925,1.2,87.60, 7,"Central Alaska"
pr,12313010,0,"Thursday, November  8, 2012 14:27:51 UTC",18.7786,-64.3399,2.7,42.00, 6,"Virgin Islands region"
pr,12313009,0,"Thursday, November  8, 2012 14:26:10 UTC",17.2166,-68.3261,3.1,36.00, 5,"Dominican Republic region"
